id,media_id,title,type,release_year,runtime,production_countries
1413,tm72750,The Fat Spy,MOVIE,1966,80,['US']
1414,tm99581,The Body Beneath,MOVIE,1970,82,['GB']
1415,tm75039,Disaster on the Coastliner,MOVIE,1979,89,['US']
1416,tm120545,In the Year 2889,MOVIE,1967,80,['US']
1417,tm92205,The Intimate Stranger,MOVIE,1956,84,['GB']
1418,tm58262,Outlaw Women,MOVIE,1952,75,['US']
1419,tm100776,Pray TV,MOVIE,1980,86,['US']
1420,tm84126,Family Enforcer,MOVIE,1976,85,['US']
1421,tm18646,Crash of Moons,MOVIE,1954,78,['US']
1422,tm16588,"High, Wild and Free",MOVIE,1968,105,"['US', 'CA']"
1423,tm80035,The Over-the-Hill Gang,MOVIE,1969,75,['US']
1424,tm12458,Preacherman,MOVIE,1971,87,['US']
1425,tm264233,Abbott and Costello Christmas Show,MOVIE,1952,59,['US']
1426,tm95384,Below the Belt,MOVIE,1980,91,['US']
1427,tm53557,By Love Possessed,MOVIE,1961,115,['US']
1428,tm91890,Street People,MOVIE,1976,101,['IT']
1429,tm80754,I'll Take Sweden,MOVIE,1965,97,['US']
1430,tm43387,The Wonderful Country,MOVIE,1959,98,['US']
1431,tm32153,The Slime People,MOVIE,1963,76,['US']
1432,tm107399,Shotgun,MOVIE,1955,80,['US']
1433,tm137806,Drums in the Deep South,MOVIE,1951,87,['US']
1434,tm104700,"Pussycat, Pussycat, I Love You",MOVIE,1970,100,['US']
1435,tm121430,The James Dean Story,MOVIE,1957,81,['US']
1436,tm134053,I Want You,MOVIE,1951,102,['US']
1437,tm71869,Gamera vs. Guiron,MOVIE,1969,82,['JP']
1438,tm15779,The First Time,MOVIE,1969,90,['US']
1439,tm42829,Devil's Partner,MOVIE,1961,73,['US']
1440,tm14893,Gay USA,MOVIE,1977,78,['US']
1441,tm121177,Eight on the Lam,MOVIE,1967,107,['US']
1442,tm19286,Nizhal Nijamagirathu,MOVIE,1978,139,['IN']
1443,tm119847,Mars Needs Women,MOVIE,1968,83,['US']
1444,tm18988,Carnival Story,MOVIE,1954,95,"['DE', 'US']"
1445,tm11919,Record City,MOVIE,1978,92,['US']
1446,tm47612,The Pusher,MOVIE,1960,81,['US']
1447,tm76209,Popi,MOVIE,1969,113,['US']
1448,tm95042,Foreign Intrigue,MOVIE,1956,95,['US']
1449,tm14543,Cry Uncle!,MOVIE,1971,87,['US']
1450,tm106324,Malta Story,MOVIE,1953,97,['GB']
1451,tm120446,Fearless Frank,MOVIE,1967,83,['US']
1452,tm70928,A Bullet for Sandoval,MOVIE,1969,105,"['ES', 'IT']"
1453,tm69415,Kid with the Golden Arm,MOVIE,1979,86,['HK']
1454,tm12518,Beauty and the Beast,MOVIE,1962,77,['US']
1455,tm99066,The Billion Dollar Hobo,MOVIE,1977,96,['US']
1456,tm12526,I Eat Your Skin,MOVIE,1971,84,['US']
1457,tm185385,The Gatling Gun,MOVIE,1971,93,['US']
1458,tm90881,Stunts,MOVIE,1977,89,['US']
1459,tm89413,The River Niger,MOVIE,1976,105,['US']
1460,tm124419,Against a Crooked Sky,MOVIE,1975,89,['US']
1461,tm42278,Take a Giant Step,MOVIE,1959,100,['US']
1462,tm20649,The Purple Plain,MOVIE,1954,98,['GB']
1463,tm120896,The Zoo,MOVIE,1967,125,['IN']
1464,ts9584,The Californians,SHOW,1957,30,['US']
1465,tm91269,The Astral Factor,MOVIE,1976,96,['US']
1466,tm188940,Flight from Ashiya,MOVIE,1964,100,"['US', 'JP']"
1467,tm94203,The Ambassador's Daughter,MOVIE,1956,103,['US']
1468,tm88102,Voyage to the Prehistoric Planet,MOVIE,1965,78,"['SU', 'US']"
1469,tm262802,Games of Desire,MOVIE,1964,90,"['FR', 'DE']"
1470,tm94865,Gamera: Super Monster,MOVIE,1980,92,['JP']
1471,tm129432,Gun Fever,MOVIE,1958,83,['US']
1472,tm16045,The Manster,MOVIE,1959,72,"['US', 'JP']"
1473,tm15229,High-Ballin',MOVIE,1978,97,"['CA', 'US']"
1474,tm60952,I Dream of Jeanie,MOVIE,1952,89,['US']
1475,tm120194,Gunsight Ridge,MOVIE,1957,85,['US']
1476,tm231207,Seed of Innocence,MOVIE,1980,91,['US']
1477,tm121735,The White Bus,MOVIE,1967,46,['GB']
1478,tm123468,Pharaoh's Curse,MOVIE,1957,66,['US']
1479,tm40529,The Alphabet Conspiracy,MOVIE,1959,60,['US']
1480,tm107558,No. 1 of the Secret Service,MOVIE,1978,91,['GB']
1481,tm451193,Steel Arena,MOVIE,1973,98,['US']
1482,tm10744,The Expedition,MOVIE,1962,129,['IN']
1483,tm59652,Battle of Blood Island,MOVIE,1960,64,['US']
1484,tm7738,The Bloody Vampire,MOVIE,1962,110,['MX']
1485,tm127363,Mitzi & 100 Guys,MOVIE,1975,52,['US']
1486,tm51592,Goliath and the Dragon,MOVIE,1960,87,"['FR', 'IT']"
1487,tm14573,The Wicked Dreams of Paula Schultz,MOVIE,1968,113,['US']
1488,tm58407,The Tell-Tale Heart,MOVIE,1960,78,['GB']
1489,tm92768,Mohawk,MOVIE,1956,79,['US']
1490,tm198908,The Revolutionary,MOVIE,1970,100,['US']
1491,tm92052,Run for the Sun,MOVIE,1956,99,['US']
1492,tm132638,Tarzan and the Trappers,MOVIE,1958,70,['US']
1493,tm81069,Scream Baby Scream,MOVIE,1969,83,['US']
1494,tm191018,The Mansion of Madness,MOVIE,1973,99,['MX']
1495,tm94934,"Those Lips, Those Eyes",MOVIE,1980,105,['US']
1496,tm123006,Katherine,MOVIE,1975,97,['US']
1497,tm18896,New Faces,MOVIE,1954,98,['US']
1498,tm114461,The Black Godfather,MOVIE,1974,90,['US']
1499,tm106323,The Magnetic Monster,MOVIE,1953,76,['US']
1500,tm140326,Cause for Alarm!,MOVIE,1951,74,['US']
1501,tm110147,The Second Coming of Suzanne,MOVIE,1974,90,['US']
1502,tm70852,Kaala Patthar,MOVIE,1979,176,['IN']
1503,tm71932,Starblack,MOVIE,1966,93,"['DE', 'IT']"
1504,tm11602,Leo the Last,MOVIE,1970,104,['GB']
1505,tm75027,Alice of Wonderland in Paris,MOVIE,1966,52,['US']
1506,tm133621,The Mark of the Hawk,MOVIE,1957,83,['US']
1507,tm19219,Girl Gang,MOVIE,1954,63,['US']
1508,tm96267,Shaan,MOVIE,1980,181,['IN']
1509,tm13017,Haseena Maan Jaayegi,MOVIE,1968,165,['IN']
1510,tm473632,The New Daughters of Joshua Cabe,MOVIE,1976,80,['US']
1511,tm133409,The Painted Hills,MOVIE,1951,68,['US']
1512,tm108158,Winning of the West,MOVIE,1953,57,['US']
1513,tm13572,Curse of Bigfoot,MOVIE,1978,88,['US']
1514,tm122535,Gamera vs. Gyaos,MOVIE,1967,86,['JP']
1515,tm123616,The Day That Shook the World,MOVIE,1975,130,"['XC', 'DE', 'HU', 'YU']"
1516,tm243519,Winner Take All,MOVIE,1975,96,['US']
1517,ts41173,Tattletales,SHOW,1974,30,['US']
1518,tm16887,Beachhead,MOVIE,1954,90,['US']
1519,tm122687,Valerie,MOVIE,1957,82,['US']
1520,tm72063,Some Kind of a Nut,MOVIE,1969,89,['US']
1521,tm126216,Aaron Loves Angela,MOVIE,1975,99,['US']
1522,tm187489,Giants of Rome,MOVIE,1964,95,"['FR', 'IT']"
1523,tm98558,SST: Death Flight,MOVIE,1977,89,['US']
1524,tm39546,The Great St. Louis Bank Robbery,MOVIE,1959,89,['US']
1525,tm70242,War Italian Style,MOVIE,1966,84,['IT']
1526,tm106016,Santa and the Three Bears,MOVIE,1970,46,['US']
1527,tm101730,Up in the Cellar,MOVIE,1970,94,['US']
1528,tm13836,The Jesus Trip,MOVIE,1971,84,['US']
1529,tm155212,"Superbug, Super Agent",MOVIE,1972,91,"['DE', 'CH']"
1530,tm20156,Jesse James' Women,MOVIE,1954,83,['US']
1531,tm85235,Karate Warriors,MOVIE,1976,89,['JP']
1532,tm63801,"Namu, the Killer Whale",MOVIE,1966,89,['US']
1533,tm190579,Little Cigars,MOVIE,1973,92,['US']
1534,tm187748,For Those Who Think Young,MOVIE,1964,96,['US']
1535,tm197111,Paper Man,MOVIE,1971,75,['US']
1536,tm94651,Dostana,MOVIE,1980,161,['IN']
1537,tm130012,Cafè Express,MOVIE,1980,100,['IT']
1538,tm69949,The Battle of the Eagles,MOVIE,1979,130,['YU']
1539,tm106772,May Morning,MOVIE,1970,101,['IT']
1540,tm43312,Sign of the Gladiator,MOVIE,1959,98,"['YU', 'FR', 'DE', 'IT']"
1541,tm93850,"Bruce Lee: The Man, The Myth",MOVIE,1976,90,['HK']
1542,tm87893,Murder in Mississippi,MOVIE,1965,83,['US']
1543,tm2611,40 Carats,MOVIE,1973,110,['US']
1544,tm85338,Kabhi Kabhie,MOVIE,1976,177,['IN']
1545,tm129311,The Bride & The Beast,MOVIE,1958,78,['US']
1546,tm61696,The Green Glove,MOVIE,1952,89,"['FR', 'US']"
1547,tm158003,Garden of the Dead,MOVIE,1972,58,['US']
1548,tm76997,Champion Joe,MOVIE,1979,153,[]
1549,tm17300,Galatta Kalyanam,MOVIE,1968,148,['IN']
1550,tm9187,"Congratulations, It's a Boy!",MOVIE,1971,73,['US']
1551,tm118599,The Big Caper,MOVIE,1957,84,['US']
1552,tm52490,Revolt of the Slaves,MOVIE,1960,102,"['DE', 'ES', 'IT']"
1553,tm77161,Love Is a Funny Thing,MOVIE,1969,115,"['FR', 'IT']"
1554,tm107469,Fort Yuma,MOVIE,1955,78,['US']
1555,tm335724,Sawan Ko Aane Do,MOVIE,1979,152,['IN']
1556,tm20816,Return to Treasure Island,MOVIE,1954,75,['US']
1557,tm140602,Chained for Life,MOVIE,1952,81,['US']
1558,tm81432,Creature of the Walking Dead,MOVIE,1965,72,"['US', 'MX']"
1559,tm120091,Ride Out for Revenge,MOVIE,1957,78,['US']
1560,tm119994,Monster from Green Hell,MOVIE,1957,71,['US']
1561,tm109986,Yellowneck,MOVIE,1955,83,['US']
1562,tm416010,Dangerous Afternoon,MOVIE,1961,59,['GB']
1563,tm71580,Of Cooks and Kung Fu,MOVIE,1979,90,"['TW', 'HK']"
1564,tm86340,The Wackiest Wagon Train In The West,MOVIE,1976,86,['US']
1565,tm134878,Home Town Story,MOVIE,1951,61,['US']
1566,tm59356,The Fighter,MOVIE,1952,78,['US']
1567,tm131379,Gasoline Alley,MOVIE,1951,76,['US']
1568,tm188888,"Bad, Black & Beautiful",MOVIE,1975,83,['US']
1569,tm107560,No Substitute for Victory,MOVIE,1970,73,['XX']
1570,tm317182,The Ballad of Billie Blue,MOVIE,1972,78,['US']
1571,tm50487,"Pier 5, Havana",MOVIE,1959,67,['US']
1572,tm396,Fun and Games,MOVIE,1971,92,['GB']
1573,tm154808,Wacky Taxi,MOVIE,1972,80,['US']
1574,tm15251,Gamera vs. Zigra,MOVIE,1971,87,['JP']
1575,tm261607,"Brother, Cry For Me",MOVIE,1970,92,['US']
1576,tm16119,Calcutta 71,MOVIE,1972,116,['IN']
1577,tm81897,Hell's Belles,MOVIE,1969,95,['US']
1578,tm104042,Angels Die Hard,MOVIE,1970,86,['US']
1579,tm103017,Gamera vs. Jiger,MOVIE,1970,83,['JP']
1580,tm105898,Sabaka,MOVIE,1955,77,['US']
1581,tm137586,Three Husbands,MOVIE,1951,78,['US']
1582,tm30777,Gli onorevoli,MOVIE,1963,98,['IT']
1583,tm15849,Some of My Best Friends Are...,MOVIE,1971,110,['US']
1584,tm188730,Divorce His - Divorce Hers,MOVIE,1973,180,"['US', 'GB']"
1585,tm85210,Escape from Angola,MOVIE,1976,96,['US']
1586,tm180755,Server Sundaram,MOVIE,1964,165,['IN']
1587,tm104834,Eagles Attack At Dawn,MOVIE,1970,90,['IL']
1588,tm300544,Gene Autry and the Mounties,MOVIE,1951,71,['US']
1589,tm198322,A Tattered Web,MOVIE,1971,76,['US']
1590,tm300565,It’s a Revolution Mother,MOVIE,1969,73,['US']
1591,tm179891,Bullets Don't Argue,MOVIE,1964,89,"['IT', 'ES', 'DE']"
1592,tm108331,Adolf Hitler - My Part in His Downfall,MOVIE,1973,102,['GB']
1593,tm30173,Doctor of Doom,MOVIE,1963,80,['MX']
1594,tm91843,Bruce Lee Fights Back from the Grave,MOVIE,1976,95,"['US', 'KR']"
1595,tm194833,Or Iravu,MOVIE,1951,160,['IN']
1596,tm207288,The Legend of Valentino,MOVIE,1975,100,['US']
1597,tm43210,The Young Land,MOVIE,1959,89,['US']
1598,tm42947,Toto in Madrid,MOVIE,1959,99,"['IT', 'FR', 'ES']"
1599,tm103914,Cry Blood Apache,MOVIE,1970,115,['US']
1600,tm93306,Kentucky Rifle,MOVIE,1956,84,['US']
1601,tm796870,Secrets of Three Hungry Wives,MOVIE,1978,97,['US']
1602,tm103183,The Joe Louis Story,MOVIE,1953,88,['US']
1603,tm35499,Gangster Story,MOVIE,1959,65,['US']
1604,tm86249,Apache Uprising,MOVIE,1965,90,['US']
1605,tm79970,The Sweet Sound of Death,MOVIE,1965,88,"['ES', 'US']"
1606,tm201969,The Night They Took Miss Beautiful,MOVIE,1977,100,['US']
1607,tm15500,Vendetta,MOVIE,1971,92,"['ES', 'GB']"
1608,tm98761,Silver Dream Racer,MOVIE,1980,111,['GB']
1609,tm98338,The Violent Years,MOVIE,1956,57,['US']
1610,tm132645,The Groom Wore Spurs,MOVIE,1951,80,['US']
1611,tm19184,The Big Chase,MOVIE,1954,60,['US']
1612,tm11697,Uncle Joe Shannon,MOVIE,1978,108,['US']
1613,tm13889,I motorizzati,MOVIE,1962,95,"['ES', 'IT']"
1614,tm81340,Aasai Mugam,MOVIE,1965,157,[]
1615,tm198523,Major Chandrakanth,MOVIE,1966,163,['IN']
1616,tm64813,Loan Shark,MOVIE,1952,79,['US']
1617,tm183406,The Luck of Ginger Coffey,MOVIE,1964,100,"['US', 'CA']"
1618,tm12212,Imperial Venus,MOVIE,1962,140,"['FR', 'IT']"
1619,tm214506,Ashite Ashiona,MOVIE,1967,95,['IN']
1620,tm80054,Out of It,MOVIE,1969,95,['US']
1621,tm125433,Sharks' Treasure,MOVIE,1975,95,"['AN', 'US']"
1622,tm107266,Mixed Company,MOVIE,1974,109,['US']
1623,tm18941,A Real American Hero,MOVIE,1978,94,[]
1624,tm692098,Mitzi,MOVIE,1968,60,['US']
1625,tm105802,The Savage Wild,MOVIE,1970,103,['US']
1626,tm90662,Massacre,MOVIE,1956,76,['US']
1627,tm102960,The McMasters,MOVIE,1970,90,['US']
1628,tm61820,Frontier Uprising,MOVIE,1961,68,['US']
1629,tm77395,The Devil's Eight,MOVIE,1969,97,['US']
1630,tm37210,Riot in Juvenile Prison,MOVIE,1959,71,['US']
1631,tm111036,Ginger in the Morning,MOVIE,1973,90,['US']
1632,tm90416,Man Beast,MOVIE,1956,62,['US']
1633,tm185947,One Way Pendulum,MOVIE,1965,85,['GB']
1634,tm105079,Raiders of the Seven Seas,MOVIE,1953,88,['US']
1635,tm213701,Son Of The Renegade,MOVIE,1953,56,['US']
1636,tm90077,The Sharkfighters,MOVIE,1956,73,['US']
1637,tm10094,Dangerous Charter,MOVIE,1962,76,['US']
1638,tm22063,Monster from the Ocean Floor,MOVIE,1954,64,['US']
1639,tm107179,Mambo,MOVIE,1954,110,['US']
1640,tm132020,Whirlwind,MOVIE,1951,70,['US']
1641,tm58164,Hellgate,MOVIE,1952,87,['US']
1642,tm84399,"Ebony, Ivory & Jade",MOVIE,1976,76,['PH']
1643,tm28102,Love Is a Ball,MOVIE,1963,111,['US']
1644,tm12102,Murder Once Removed,MOVIE,1971,74,['US']
1645,tm335552,Rajkumar,MOVIE,1964,178,['IN']
1646,tm120932,Gun Duel In Durango,MOVIE,1957,73,['US']
1647,tm104421,The Tall Texan,MOVIE,1953,84,['US']
1648,tm184329,Acapulco Gold,MOVIE,1976,105,['US']
1649,tm50616,The Choppers,MOVIE,1961,66,['US']
1650,tm42389,Surrender - Hell!,MOVIE,1959,85,['US']
1651,tm102056,Mr. Superinvisible,MOVIE,1970,91,"['ES', 'DE', 'IT', 'MC']"
1652,tm102580,Underground,MOVIE,1970,100,"['US', 'GB']"
1653,tm105506,The Stranger Who Looks Like Me,MOVIE,1974,74,['US']
1654,tm92388,The Black Tent,MOVIE,1956,93,['GB']
1655,tm101860,Captain Scarlett,MOVIE,1953,75,['US']
1656,tm225329,"A Sensitive, Passionate Man",MOVIE,1977,98,['US']
1657,tm103090,Last of the Pony Riders,MOVIE,1953,58,['US']
1658,tm183517,Guerillas in Pink Lace,MOVIE,1964,96,"['PH', 'US']"
1659,tm121137,The Dalton Girls,MOVIE,1957,77,['US']
1660,tm25695,Stolen Hours,MOVIE,1963,97,"['US', 'GB']"
1661,tm118114,"Totò, Vittorio and the Doctor",MOVIE,1957,98,['IT']
1662,tm544335,Dhonni Meye,MOVIE,1975,133,[]
1663,tm229913,Portrait of an Escort,MOVIE,1980,100,[]
1664,tm66698,Barbed Wire,MOVIE,1952,61,['US']
1665,tm539392,John Brown's Body,MOVIE,1962,90,[]
1666,tm243680,Sunnyside,MOVIE,1979,100,['US']
1667,tm96039,The Intruder,MOVIE,1956,100,['IT']
1668,tm120674,Blast-Off Girls,MOVIE,1967,83,['US']
1669,tm688483,Mitzi... The First Time,MOVIE,1973,60,[]
1670,tm69752,Noorie,MOVIE,1979,114,['IN']
1671,tm136626,Behave Yourself!,MOVIE,1951,81,['US']
1672,tm772961,Pati Patni Aur Woh,MOVIE,1978,141,['IN']
1673,tm688690,Hollywood: The Great Stars,MOVIE,1963,51,[]
1674,tm188785,Brothers O'Toole,MOVIE,1973,95,['US']
1675,tm58239,The Planter's Wife,MOVIE,1952,88,['GB']
1676,tm125974,Zameer,MOVIE,1975,136,['IN']
1677,tm126684,I Wonder Who's Killing Her Now?,MOVIE,1975,87,['US']
1678,tm307537,I Beheld His Glory,MOVIE,1953,56,['US']
1679,tm196263,Il padrone e l'operaio,MOVIE,1975,105,['IT']
1680,tm120019,Revolt at Fort Laramie,MOVIE,1957,73,['US']
1681,tm101055,Coach of the Year,MOVIE,1980,90,['US']
1682,tm92498,Gallagher: An Uncensored Evening,MOVIE,1980,57,[]
1683,tm17399,Gamera vs. Viras,MOVIE,1968,81,['JP']
1684,tm759691,Uyarntha Manithan,MOVIE,1968,168,['IN']
1685,tm262196,Suicide Commando,MOVIE,1968,98,"['IT', 'ES']"
1686,tm120324,Rajarajan,MOVIE,1957,171,['IN']
1687,tm260218,Doosara Aadmi,MOVIE,1977,143,['IN']
1688,tm191188,The Devil and Leroy Bassett,MOVIE,1973,85,['US']
1689,tm97240,Bandish,MOVIE,1980,151,['IN']
1690,tm181342,En Kadamai,MOVIE,1964,130,['IN']
1691,tm134193,The Missouri Traveler,MOVIE,1958,103,['US']
1692,tm104465,Goldtown Ghost Riders,MOVIE,1953,57,['US']
1693,tm261128,One Minute Before Death,MOVIE,1972,86,"['CA', 'MX']"
1694,tm66485,The Lady Says No,MOVIE,1952,80,['US']
1695,tm15035,The Windsplitter,MOVIE,1971,100,['US']
1696,tm16755,The White Orchid,MOVIE,1954,81,"['MX', 'US']"
1697,ts132526,Napoleon Hill's Master Key,SHOW,1954,14,['US']
1698,tm322526,Antony Firingee,MOVIE,1967,157,['IN']
1699,tm589732,Thiruvarul,MOVIE,1975,125,['IN']
1700,tm102099,Captain John Smith and Pocahontas,MOVIE,1953,75,['US']
1701,tm87033,House of the Black Death,MOVIE,1965,89,['US']
1702,tm112348,Rock 'n' Roll Revue,MOVIE,1955,69,['US']
1703,tm120978,Guns Don't Argue,MOVIE,1957,92,['US']
1704,tm185632,Incident on a Dark Street,MOVIE,1973,96,['US']
1705,tm333680,Naanum Oru Penn,MOVIE,1963,155,['IN']
1706,tm109135,On Top of Old Smoky,MOVIE,1953,59,['US']
1707,tm772186,Sahodari,MOVIE,1959,175,[]
1708,tm69799,Night of Red Wine,MOVIE,1966,94,['ES']
1709,tm104734,Street of Shadows,MOVIE,1953,84,['GB']
1710,tm227178,The Old West,MOVIE,1952,61,['US']
1711,tm16695,Face the Music,MOVIE,1954,84,['GB']
1712,tm87475,The Four Deuces,MOVIE,1976,87,['US']
1713,tm126700,Little Moon And Jud McGraw,MOVIE,1975,91,['US']
1714,tm45041,La Cambiale,MOVIE,1959,105,['IT']
1715,tm204463,She Waits,MOVIE,1972,74,[]
1716,tm17503,Day of the Wolves,MOVIE,1971,91,['US']
1717,tm15579,The Racing Scene,MOVIE,1969,90,['US']
1718,tm72809,Fireball 500,MOVIE,1966,92,['US']
1719,tm94187,The Brass Legend,MOVIE,1956,79,['US']
1720,tm136724,Valley of Fire,MOVIE,1951,70,['US']
1721,tm135045,Mr. Imperium,MOVIE,1951,87,['US']
1722,tm96278,Gun Brothers,MOVIE,1956,79,['US']
1723,tm13488,Bruce Lee The Invincible,MOVIE,1978,92,['HK']
1724,tm10940,They Call It Murder,MOVIE,1971,95,['US']
1725,tm99567,Black Angels,MOVIE,1970,87,['US']
1726,tm86124,Shadows in an Empty Room,MOVIE,1976,100,"['IT', 'CA']"
1727,tm740458,The Chinese Caper,MOVIE,1975,90,['US']
1728,tm23271,Anandha Jodhi,MOVIE,1963,152,['IN']
1729,tm770073,"Mitzi... What's Hot, What's Not",MOVIE,1978,60,[]
1730,tm331415,Prem Nagar,MOVIE,1974,158,['IN']
1731,tm152689,The Proud and Damned,MOVIE,1972,92,"['PH', 'CO', 'US', 'ES']"
1732,tm93565,Wetbacks,MOVIE,1956,89,['US']
1733,ts950,Dangerous Assignment,SHOW,1952,27,['US']
1734,tm342015,Kuladeivam,MOVIE,1956,168,['IN']
1735,tm446269,Deya Neya,MOVIE,1963,120,['IN']
1736,tm85118,Crime and Passion,MOVIE,1976,96,"['DE', 'GB']"
1737,ts95763,Pinkfong! Halloween Songs,SHOW,1969,1,[]
1738,tm99814,Ek Baar Kaho,MOVIE,1980,133,['IN']
1739,tm98827,Terraces,MOVIE,1977,73,['XX']
1740,tm152209,Anuraag,MOVIE,1972,125,['IN']
1741,tm147012,The Loners,MOVIE,1972,79,['US']
1742,tm17749,The Lone Gun,MOVIE,1954,90,['US']
1743,tm139935,St. Benny the Dip,MOVIE,1951,80,['US']
1744,tm56710,The Walking Target,MOVIE,1960,75,['US']
1745,tm49988,The Police Dog Story,MOVIE,1961,62,['US']
1746,tm105772,Kansas Pacific,MOVIE,1953,73,['US']
1747,tm154659,"Life Is Tough, Eh Providence?",MOVIE,1972,100,"['IT', 'FR', 'DE']"
1748,tm14949,Black Jesus,MOVIE,1968,89,['IT']
1749,tm95567,Huk!,MOVIE,1956,84,['US']
1750,tm105786,Marshal of Cedar Rock,MOVIE,1953,54,['US']
1751,tm55597,My Outlaw Brother,MOVIE,1951,82,['US']
1752,tm405975,Lucy's Really Lost Moments,MOVIE,1956,71,['US']
1753,tm56066,Apache Country,MOVIE,1952,62,['US']
1754,tm101921,Captain Scarface,MOVIE,1953,72,['US']
1755,tm15122,Rebellion of the Hanged,MOVIE,1954,83,['MX']
1756,tm60210,Champ vs. Champ,MOVIE,1980,85,"['HK', 'KR']"
1757,ts17884,Blockbusters,SHOW,1980,28,['US']
1758,tm948826,Ramu,MOVIE,1966,150,['IN']
1759,tm91599,Mission to Glory: A True Story,MOVIE,1977,116,['US']
1760,tm87090,Sawan Ki Ghata,MOVIE,1966,136,['IN']
1761,tm107010,Love Island,MOVIE,1953,66,['US']
1762,tm180897,Pachai Vilakku,MOVIE,1964,155,['IN']
1763,tm135584,Hills of Utah,MOVIE,1951,70,['US']
1764,tm107584,Karamoja,MOVIE,1955,63,['US']
1765,tm38318,Secret of Deep Harbor,MOVIE,1961,70,['US']
1766,tm122445,Outlaw's Son,MOVIE,1957,88,['US']
1767,tm320688,Oriental Evil,MOVIE,1952,64,['US']
1768,tm62392,Colorado Sundown,MOVIE,1952,67,['US']
1769,tm190623,Bad Charleston Charlie,MOVIE,1973,91,['US']
1770,tm603067,Amar Saheed Bhagat Singh,MOVIE,1974,131,['IN']
1771,tm243842,Harichandra,MOVIE,1968,158,['IN']
1772,tm61843,High School Caesar,MOVIE,1960,75,['US']
1773,tm599866,Karuppu Panam,MOVIE,1964,129,['IN']
1774,tm525273,Thai Pirandhal Vazhi Pirakkum,MOVIE,1958,138,['IN']
1775,tm10803,Annai,MOVIE,1962,150,['IN']
1776,tm215776,Texans Never Cry,MOVIE,1951,67,['US']
1777,tm494520,Kaakum Karangal,MOVIE,1965,140,['IN']
1778,tm332584,Journey to Freedom,MOVIE,1957,60,['US']
1779,tm262810,History of a Scoundrel,MOVIE,1964,85,['MX']
1780,tm770166,Annaiyum Pithavum,MOVIE,1969,154,['IN']
1781,tm189140,Daag,MOVIE,1973,146,['IN']
1782,tm136650,New Mexico,MOVIE,1951,76,['US']
1783,tm94497,The Naked Hills,MOVIE,1956,72,['US']
1784,tm212320,Pack Train,MOVIE,1953,57,['US']
1785,tm45967,A Bomb Was Stolen,MOVIE,1961,72,['RO']
1786,tm688794,Mitzi's 2nd Special,MOVIE,1969,54,[]
1787,tm11234,Chhoti Bahu,MOVIE,1971,137,['IN']
1788,tm121704,The Manchu Eagle Murder Caper Mystery,MOVIE,1975,80,['US']
1789,tm120036,Raiders of Old California,MOVIE,1957,72,['US']
1790,tm224533,Silver Canyon,MOVIE,1951,74,['US']
1791,tm769574,Bhalu,MOVIE,1980,134,['IN']
1792,tm41977,Deiva Piravi,MOVIE,1960,182,['IN']
1793,tm155308,Empire M,MOVIE,1972,103,['EG']
1794,tm51301,Noose for a Gunman,MOVIE,1960,69,['US']
1795,tm768457,Nanak Dukhiya Sub Sansar,MOVIE,1970,135,['IN']
1796,tm106192,Penn,MOVIE,1954,173,['IN']
1797,tm447135,Hunters of the Deep,MOVIE,1955,64,['US']
1798,tm211121,Untamed Mistress,MOVIE,1956,70,['US']
1799,tm211136,Wagon Team,MOVIE,1952,61,['US']
1800,tm232148,Arriba las manos Texano,MOVIE,1969,85,['MX']
1801,tm770081,Mitzi... Zings Into Spring,MOVIE,1977,58,[]
1802,tm53797,Gunfighters of Abilene,MOVIE,1960,66,['US']
1803,tm113008,Visit to a Chief's Son,MOVIE,1974,85,['US']
1804,tm726354,Naalayak,MOVIE,1979,129,['IN']
1805,tm526015,Veera Thirumagan,MOVIE,1962,156,[]
1806,tm348614,Sam Cade,MOVIE,1972,91,[]
1807,tm206054,Saginaw Trail,MOVIE,1953,56,['US']
1808,tm682750,Ram Joshi,MOVIE,1974,114,[]
1809,tm88640,Kuzhandaiyum Deivamum,MOVIE,1965,165,['IN']
1810,tm69486,Night Stage to Galveston,MOVIE,1952,61,['US']
1811,tm457278,Mitzi... A Tribute to the American Housewife,MOVIE,1974,58,['US']
1812,tm744752,Mitzi... Roarin' in the 20's,MOVIE,1976,58,[]
1813,tm121754,Bhakta Prahlada,MOVIE,1967,156,['IN']
1814,ts41693,The Kids in the Hall,SHOW,1989,24,['CA']
1815,tm163236,The Terminator,MOVIE,1984,108,"['US', 'GB']"
1816,tm142562,Field of Dreams,MOVIE,1989,107,['US']
1817,tm43914,Bull Durham,MOVIE,1988,108,['US']
1818,tm134674,Dead Poets Society,MOVIE,1989,128,['US']
1819,tm133087,Steel Magnolias,MOVIE,1989,117,['US']
1820,tm125764,Thief,MOVIE,1981,123,['US']
1821,tm110805,Platoon,MOVIE,1986,115,"['GB', 'US']"
1822,tm120192,The Color of Money,MOVIE,1986,119,['US']
1823,tm63423,Heathers,MOVIE,1989,103,['US']
1824,tm61336,Valley Girl,MOVIE,1983,99,['US']
1825,tm117707,Short Circuit,MOVIE,1986,98,['US']
1826,ts21396,Mr. Bean,SHOW,1990,21,['GB']
1827,tm137505,Bill & Ted's Excellent Adventure,MOVIE,1989,90,['US']
1828,tm128662,Blow Out,MOVIE,1981,108,['US']
